url,title,date,thumbnail,content,celebrity,relevance_score,relevance_reason,source
https://www.koreaherald.com/article/2877996,"CJ ENM anticipated to hit jackpot with ‘Decision to Leave,’ ‘Broker’: experts",2022-05-30,https://wimg.heraldcorp.com/content/default/2022/05/30/20220530000604_0.jpg?type=h&h=240,"CJ ENM is likely to hit the box office jackpot as an investment distributor of two films -- “Decision to Leave” and “Broker” -- which won major titles at the 75th Cannes Film Festival, film critics said. Park Chan-wook won best director for “Decision to Leave” and Song Kang-ho won best actor for “Broker” at Cannes on Saturday. Some local film critics predicted that CJ ENM could sell as many tickets as it did pre-pandemic in 2019 with the two films. “Since I have not seen the film yet it is hard to predict, but ‘Broker’ has Song Kang-ho and many strong points as a commercial film so I expect to be successful (at the box office),” film critic Jung Ji-wook said. Culture critic Ha Jae-keun was a bit more cautious but believed the films would have a good start. “The recent trend has been that just because films won some awards at a big film festival, does not automatically mean the films can attract moviegoers. I think success will depend on actual moviegoers’ reviews,” Ha said. “But since the two films got a lot of attention from the media, it will help attract audiences in the beginning.” CJ ENM will release “Broker“ on June 8 and release “Decision to Leave” three weeks later, on June 29. So far, three films in which CJ ENM has invested and holds distributions rights to have won at the Cannes Film Festival, including Bong Joon-ho’s “Parasite,” which won the Palme d’Or at Cannes in 2019. “Parasite,” which was released after winning the Palme d’Or, sold 10.31 million tickets. Sales at CJ ENM’s film business increased by 63.8 percent to 349.3 billion won ($281.65 million) and its operating profit reached 43.6 billion won.  Meanwhile, the two films -- “Decision to Leave” and “Broker” -- have been performing well in the global film market. “Decision to Leave” has been sold to 192 countries, which is close to the record held by “Parasite,” which was sold to 205 countries. “Broker” has been sold to 171 countries. Park’s new movie centers on a polite and honest police officer named Hye-jun (Park Hye-il). Hye-jun looks into a suspicious death that occurred on a mountain and comes to suspect the dead man’s wife, the mysterious Seo-rae (Tang Wei). At the same time, Hye-jun becomes attracted to her. “Broker” features a cast of famous Korean actors, including Song, Bae Doo-na, Gang Dong-won and IU, and centers around the relationships formed through a “baby box,” a box installed at churches or institutions where desperate parents can leave their newborns anonymously.",iu,3.0,"The article mentions IU briefly as part of the cast of ""Broker,"" which is relevant to her work as an actress. However, she is only mentioned once in passing, and the article's main focus is on CJ ENM's business prospects and the Cannes Film Festival success of two Korean films. While this confirms her involvement in a major film project, it doesn't provide substantial information about her role or performance. The context is appropriate for an actor, but IU's presence is peripheral to the article's main topic.",
https://www.koreaherald.com/article/2877701,"Park Chan-wook wins best director, Song Kang-ho, best actor at Cannes",2022-05-29,https://wimg.heraldcorp.com/content/default/2022/05/29/20220529000098_0.jpg?type=h&h=240,"One of the world’s most prestigious film festivals has once again acknowledged the power of South Korean cinema. South Korea took home two major titles -- Park Chan-wook won best director for “Decision to Leave” and Song Kang-ho won best actor for “Broker” – at the 75th Cannes Film Festival that ended Saturday. Park’s thriller-romance film, “Decision to Leave,” about a detective who comes across a widow who is a prime suspect in his murder investigation, stars Korean actor Park Hae-il and Chinese actor Tang Wei. In accepting his award, Park expressed gratitude to fans for going to theaters and looked forward to a bright future for cinema. “With the dreadful pandemic, there were times when we struggled due to the theaters closing down, but at the same time, we all realized how precious the existence of theaters had been to us. I am confident that we will keep safeguarding the cinemas in difficult times, like we have been through the pandemic,” Park said in Korean. This marks Park’s third win at Cannes. He won the Grand Prix in 2003 for the thriller “Oldboy” and the Jury Prize in 2009 for the horror film “Thirst.” Although “The Handmaiden” failed to win at Cannes in 2016, it went on to win the best film not in the English language at the British Academy Film Awards in 2018. No stranger to Cannes -- this was his seventh visit -- Song won his first-ever Cannes prize for playing an illegal baby broker in Japanese director Hirokazu Kore-eda’s heartwarming tale about a Korean family seeking home for an abandoned baby found in a “baby box.” The film is Kore-eda’s first all-Korean cast, all Korean-language film and also stars Gang Dong-won, Lee Ji-eun, also known as singer IU, and Bae Doo-na who starred in Kore-eda’s 2009 film, “Air Doll.” Meeting with reporters later, Park explained how his film differs from others in similar genres and with similar plots. “The first part ends and the second part unfolds in a new direction,” Park said. The woman who was pictured as a mysterious femme-fatale is no longer a subject of male gaze, but telling her own story, moves to the center of the story, Park explained. Song paid tribute to Kore-eda for his understanding of Korean culture, which made Song and other Korean actors comfortable throughout the shoot. “I have seen almost all of Kore-eda’s films so far. Not just myself, but many Korean fans love his films for the distinctive aesthetics of Japanese movies,” Song told reporters. The nine-member jury led by French actor Vincent Lindon gave the Palme d’Or to Swedish director Ruben Ostlund’s class warfare comedy “Triangle of Sadness.” This is the director’s second win of the top honor prize after “The Square” in 2017. Actor Zar Amir Ebrahimi was named best actress for her role as a journalist in Ali Abbasi’s “Holy Spider.” The jury prize went to “Le Otto Montagne” directed by Charlotte Vandermeersch and Felix van Groeningen, and “Eo” by Jerzy Skolimowski. By Kim Hae-yeon ()",iu,3.0,"The article mentions IU (as Lee Ji-eun) briefly in the context of her acting role in ""Broker,"" which earned Song Kang-ho the Best Actor award at Cannes. While this confirms it's about the correct person (female actor/singer) and relates to her work as an actress, IU is not the main focus of the article. The article primarily discusses Park Chan-wook's and Song Kang-ho's achievements at Cannes, with IU only being mentioned as part of the cast list. Her performance or contribution to the film is not elaborated upon.",
https://www.koreaherald.com/article/2877037,"Kore-eda says if 'Broker' is not fun, this would be his responsibility",2022-05-27,https://wimg.heraldcorp.com/content/default/2022/05/27/20220527000272_0.jpg?type=h&h=240,"CANNES, France -- Japanese auteur Hirokazu Kore-eda has said that he will take full responsibility for any criticism for his Cannes-competing drama ""Broker"" made with Korean creative minds. ""Korea's star actors and renowned crew members participated in this project,"" the Japanese director told Korean reporters on Wednesday (local time) on the sidelines of the ongoing 75th Cannes Film Festival in Cannes. ""If the film isn't fun, it's all my fault."" ""Broker,"" written and directed by Kore-eda, depicts the relationships of characters formed through a baby box, where people anonymously drop off newborns that they can't raise. It is the Japanese director's first Korean-language project and is produced and distributed by Korean firms, including CJ ENM, a leading entertainment firm in the country. ""Parasite"" star Song Kang-ho plays the lead role in the drama, along with star actors Kang Dong-won and Bae Doo-na and singer-and-actress Lee Ji-eun, also known as IU. Crew members behind ""Parasite,"" including director of photography Hong Kyung-pyo and composer Jung Jae-il, also teamed up with Kore-eda, who visited the Cannes festival for the eighth time with ""Broker"" following ""Shoplifters,"" the winner of the Palme d'Or in 2018. ""I can say that the movie has an excellent ensemble cast of five lead actors and two children actors. Their performance changes further in an interesting way,"" he said. ""I hope you enjoy their on-screen chemistry."" He noted that ""Broker"" is different from typical and familiar stories about family bound by blood or necessity featured in his critically acclaimed works, like ""Still Walking"" (2008), ""Like Father, Like Son"" (2013) and ""Shoplifters."" ""While doing some research and writing the script, I thought this movie is about life,"" he said. ""It tells a story of a life who gets involved with well- and ill-intentioned people and goes on a trip to Seoul from Busan."" Meanwhile, ""Broker"" drew mixed media reviews after the film's official screening as one of the in-competition pieces at Cannes on Thursday. British daily Guardian gave two stars out of five, saying that Kore-eda's new film is ""fundamentally silly, with tiringly shallow characterization."" It pointed out that the film depicts the broker (Song) or kidnapper, who steals a newborn for himself and offers it for sale on the adoption black market, as a ""lovable rogue."" The Telegraph also gave two stars in a review, saying ""this may be the Cannes competition's biggest disappointment."" On the other hand, US media Deadline said ""Broker"" has some ""slackness"" in the storytelling, but its warm and humorous tone works well throughout the story. ""Esteemed Japanese director Hirokazu Kore-eda walks a fine line between keen social observation and overt sentimental emotionalism in Cannes competition title 'Broker,'"" it said. Variety, a US entertainment magazine, praised the film for its warm and nonjudgmental look at baby boxes and their back stories, adding ""audiences unexpectedly come to empathize with practically everyone involved in the buying and selling of a little bundle of joy."" (Yonhap)",iu,3.0,"The article mentions IU (as Lee Ji-eun/IU) as part of the cast of ""Broker,"" which is relevant to her work as an actress. However, she is only briefly mentioned once and is not a central focus of the article, which primarily discusses the director Kore-eda and the film's reception at Cannes. While this confirms her participation in a significant film project, the article provides no details about her specific performance or role, making it only moderately relevant to her career as an actor.",
https://www.koreaherald.com/article/2863121,'He’s like the sun’: Director Koreeda praises veteran actor Song Kang-ho,2022-05-11,https://wimg.heraldcorp.com/content/default/2022/05/10/20220510000717_0.jpg?type=h&h=240,"Even for veteran director Hirokazu Koreeda, who won the Palme d’Or at the Cannes Film Festival in 2018 for “Shoplifters,” directing a movie in a foreign country was a challenge. During a press conference at CGV Yongsan in Seoul on Tuesday, the Japanese director said he got a lot of help from “Parasite” star Song Kang-ho while filming his movie, “Broker.” “Before shooting the film, I had a meeting with director Bong Joon-ho. We talked over a meal and he gave me suggestions on shooting a film in a foreign country. He said I must be nervous directing a movie in a foreign country, but once everything begins, all I have to do is believe in Song Kang-ho,” the director said. “He told me that Song Kang-ho is like a sun that will shine light everywhere on the filming site. After I worked with him, I realized that he (Bong) was right. Because of Song, I was able to finish the project without any problem.” Koreeda’s highly anticipated film centers around the relationships formed through a “baby box,” a drop box installed at churches or institutions for desperate parents to leave babies anonymously. It aims to prevent those parents from abandoning or even killing their newborns. Song plays Sang-hyun, a mysterious “broker” who finds new parents for the abandoned babies and makes special deals with them. Korean heartthrob Gang Dong-won plays Sang-hyun’s business partner. Bae Doo-na plays a police officer who is on Sang-hyun’s trail. Singer and actor IU plays a mother who travels with Sang-hyun to find parents for her baby. During the press conference, Song recalled his first meeting with the director in Busan. “It was six or seven years ago, we met for the first time at the Busan International Film Festival. The title was not ‘Broker’ at the time,” Song said. “I decided to take the role because I am his fan and I love his works. He is an artist that I respect, so I was honored.” The director also briefly talked about the movie being selected to premiere at the upcoming Cannes Film Festival. “No matter how many times I’ve been there, Cannes always makes me nervous. I am also excited to be there. I think it is the best place for the world premiere of ‘Broker’,” the director said. The 75th Cannes Film Festival will run from May 17-28. Meanwhile, at the beginning of the press event, Song stood up and talked about the late Korean actor Kang Soo-youn, who died from cerebral hemorrhage on Saturday at the age of 55. “We actors are grieving over the tragic news from a few days ago,” Song said. “On behalf of the whole ‘Broker’ team, I offer condolences to Kang Soo-youn.” “Broker” will hit local theaters on June 8.",iu,3.0,"The article mentions IU briefly as a cast member in ""Broker"" where she plays a mother who travels with Song Kang-ho's character to find parents for her baby. While this confirms it's about the correct person (female actor/singer) and relates to her acting career, IU is not the main focus of the article, which primarily discusses director Koreeda and Song Kang-ho. Her role is mentioned only in passing without any detailed discussion of her performance or contribution to the film.",
https://www.koreaherald.com/article/2837822,Hirokazu Koreeda’s first film with Korean superstars set for June release,2022-04-11,https://wimg.heraldcorp.com/content/default/2022/04/11/20220411000416_0.jpg?type=h&h=240,"Japanese director Hirokazu Koreeda’s film ”Broker,“ starring several Korean actors including Song Kang-ho, Bae Doo-na, Gang Dong-won and IU, is set to hit local theaters in June, according to film distributor CJ ENM. Koreeda wrote and directed the film and also worked with CJ ENM, the entertainment unit of South Korean conglomerate CJ Group, which financed and produced the project. It is the first Korean movie directed by Koreeda, the Palme d’Or winner at the Cannes Film Festival in 2018 for “Shoplifters.“ The highly anticipated film centers around the relationships formed through a “baby box.” The baby box is a drop box installed at churches or institutions where desperate parents can leave behind babies anonymously to prevent them from abandoning or even killing their newborn. “Parasite” star Song plays broker Sang-hyun who finds parents to adopt the abandoned babies and makes special deals with them. Korean heartthrob Gang plays Sang-hyun’s business partner. Fans can look forward to a repeat of the firecracker performance between Song and Gang in “Secret Reunion” directed by Jang Hun in 2010. K-pop artist and actor IU, also known as Lee Ji-eun, plays a mother who returns to the baby box for her child. Bae stars as a detective chasing after the brokers.",iu,5.0,"The article is highly relevant to IU (Lee Ji-eun) as it directly discusses her acting role in a significant film project ""Broker"" by acclaimed director Hirokazu Koreeda. She is correctly identified as both a ""K-pop artist and actor,"" and the article specifically describes her character's role as ""a mother who returns to the baby box for her child."" The context perfectly matches her occupation as an actress, and the article correctly refers to her by both her stage name (IU) and real name (Lee Ji-eun). This is a significant acting project for her career, working alongside major Korean stars in an internationally notable production.",
https://www.koreaherald.com/article/2817238,'Money Game' first Korean webtoon adapted for US reality show,2022-03-16,https://wimg.heraldcorp.com/content/default/2022/03/16/20220316000377_0.jpg?type=h&h=240,"Thriller webtoon “Money Game” has become the first Korean webtoon to be made into a web-based entertainment show in the US. Though a local adaptation of the webtoon series was made last year on Korean YouTube channel Jin Yong-jin, this is the first time a Korean webtoon’s IP is being adapted by foreign creators, production team and cast, according to Naver Webtoon. The five-part reality show on YouTube channel Jubilee features eight participants who are kept in separate cells in a facility for 10 days, seeking to win the maximum amount of prize money. The players will share a pool of $300,000 and aim to keep all the money during the 10-day survival. Helmed by director Mark Arbitrario, who was behind the TV series “Survivor” (2007) and “The Voice” (2014), “Money Game” makes for a compelling show as the participants have diverse racial and religious backgrounds and are from all walks of life. The first episode of the show was uploaded Monday and the subsequent episodes are set to be released on the same day every week. The original webtoon, written by author Bae Jin-soo in 2018, centers around a bankrupt man who participates in a survival game to win money. Eight competitors spend 100 days together in an isolated place and have to share a total of 44.8 billion won ($37 million), where consumer prices are 1,000 times more expensive than in the real world. “I had never imagined that my work would be adapted into an entertainment show overseas,” a Naver Webtoon press release quoted “Money Game” author Bae Jin-soo as saying. “I can feel that the status of Korean webtoon IP has risen, not only in Korea but also abroad.”  Webtoon “Money Game” and its sequel “Pie Game” are being reproduced into an eight-part drama series in Korea, starring singer and actor IU, actors Ryu Jun-yeol and Park Jeong-min.",iu,3.0,"The article mentions IU only briefly at the end, noting her upcoming role in the Korean drama adaptation of ""Money Game"" and ""Pie Game."" While this is relevant to her work as an actress, it's not the main focus of the article, which primarily discusses the US reality show adaptation of the webtoon. The mention is accurate (correctly identifying her as an actor) but peripheral to the article's main topic. The casting news is relevant to her career but represents a very small portion of the article's content.",
https://www.koreaherald.com/article/2772591,BTS wins eight prizes at 11th Gaon Chart Music Awards,2022-01-27,https://wimg.heraldcorp.com/content/default/2022/01/27/20220127000989_0.jpg?type=h&h=240,"K-pop boy group BTS swept the 11th Gaon Chart Music Awards with eight trophies for its successful album and songs released last year, along with the act’s immense popularity. At the annual music awards ceremony held at Jamsil Arena in eastern Seoul on Thursday, the seven-piece act won the most awards this year among all singers, including three trophies in the artist of the year -- digital music category and one in artist of the year -- physical album category. The awards are given to 12 digital songs that topped the chart each month and four physical albums that sold the most on a quarterly basis between Dec. 1, 2020, and Nov. 30 last year. Based on chart statistics, the act’s “Butter” and “Permission to Dance” were chosen as the best songs for May and July last year, while “My Universe,” the band’s collaboration single with British rock band Coldplay, was selected as the best song for September. “Butter” was also picked as the third quarter’s best physical album. The boy band nabbed trophies in four other categories, including music steady seller of this year, social hot star of this year, MuBeat global choice and retail album of this year for the song “Dynamite.” BTS did not attend the ceremony as the members are on a long-term break, but delivered a message via video. “Thank you from the bottom of our hearts. We’ve prepared a lot for the songs and because of those who enjoyed our performance, we were able to enjoy our activities as well,” the members said in their acceptance speech. “We’ll repay the love with good songs and awesome performances in the future.” IU had the second-most wins this year. The singer’s “Celebrity,” “Lilac” and “Strawberry Moon” were chosen as the best songs for January, March and October of last year, respectively. She also received two additional awards for lyricist of this year and record production of the year. Along with BTS and IU, Taeyeon of Girls’ Generation, SHINee, Kang Daniel, Brave Girls, Red Velvet, Twice, IZ*ONE, NCT Dream, and NCT 127 took home honors in the artist of the year categories. Lee Mu-jin and Lee Chan-won won rookie of the year awards with “Scent of the Day” and “Convenience Store,” respectively. The ceremony was hosted by NCT’s Doyoung, StayC’s Sieun and Jaejae. A total of 14 K-pop artists including NCT 127, NCT Dream, StayC, Kang Daniel, Red Velvet, SHINee’s Minho, Brave Girls, Standing Egg, Oh My Girl, Lee Mu-jin, Lee Chan-won, Lim Young-woong, Taeyeon and Homies attended.",iu,4.0,"The article directly mentions IU and highlights her significant achievements at the Gaon Chart Music Awards, where she won five awards including three for her songs ""Celebrity,"" ""Lilac,"" and ""Strawberry Moon,"" plus awards for lyricist and record production. While the article is primarily about BTS's wins, IU's accomplishments are prominently featured as the second-most awarded artist. The content focuses on her musical work as a singer-songwriter rather than her acting career, but this still represents a major part of her professional identity. The context and identification are correct for the female artist known as IU.",
https://www.koreaherald.com/article/2763058,Four popular Korean dramas to be remade into musicals,2022-01-17,https://wimg.heraldcorp.com/content/default/2022/01/17/20220117000255_0.jpg?type=h&h=240,"Popular Korean TV series will return to the stage as musicals to meet the rising demand from fans who long to enjoy their favorite shows in diversified formats. The smash-hit rom-com ""Crash Landing On You"" (2019) with Hyun Bin and Son Ye-jin in starring roles will come back in the form of a musical in September at COEX in southern Seoul. The 16-episode ""Crash Landing On You,"" which aired simultaneously on the South Korean cable channel tvN and Netflix, is about star-crossed lovers from the two Koreas, depicting the political and geographical division on the Korean Peninsula. It became one of the most popular South Korean TV series in recent years, marking the highest viewership for a drama series of the cable channel. It also topped the most-viewed Netflix charts in many Asian regions, including Japan. Details of the musical production, including casting for the lead roles, have not yet been disclosed. A musical adaptation of the 1994 medical thriller ""M"" will start its Seoul run next month at an arts theater in Dongguk University. Starring Shim Eun-ha, the MBC TV series became the talk of the town for its suspenseful storyline involving abortion and its special visual effects featuring the green eyes of the main character. M, the soul of an aborted child, enters the body of the young girl and controls her to seek revenge on the people who would not allow him to be born. It became one of the highest-rated TV series in the country, posting a viewership of 52.2 percent. The musical version focuses on the relationship between M and its host, who tries to look for the truth behind the birth of M, with live music by a seven-member orchestra. The musical ""Another Miss Oh"" based on the namesake 2016 romance comedy on tvN will be staged in March in Daehangno, central Seoul. The original story features misunderstandings between a man who can see the future and two women sharing the same name Oh Hae-young. It is the second run for the musical edition since its premier two years ago, which earned larger-than-expected popularity among local musical fans. Another hit TV series, ""Hotel del Luna"" (2019), on tvN will be remade into a musical later this year. The original series revolves around an elite hotel owner and manager of the namesake hotel only for ghosts, starring singer-actress IU and actor Yeo Jin-goo. It was one of the highest-rated Korean dramas on cable channels in that year. (Yonhap)",iu,3.0,"The article mentions IU specifically in relation to her role in ""Hotel del Luna"" (2019), identifying her as a ""singer-actress,"" which matches her occupations. However, she is only briefly mentioned in the context of the original drama, and the article's main focus is on Korean dramas being adapted into musicals, including ""Hotel del Luna,"" rather than on IU herself. While the mention is accurate and relevant to her acting career, it's a relatively minor part of the overall article.",
https://www.koreaherald.com/article/2757500,"BTS, IU win top prizes at 36th Golden Disc Awards",2022-01-09,https://wimg.heraldcorp.com/content/default/2022/01/09/20220109000072_0.jpg?type=h&h=240,"BTS and IU won the top prizes Saturday at the 36th Golden Disc Awards, the annual South Korean event that honors achievements in the local music industry. BTS took home album of the year award at a ceremony at Seoul’s Gocheok Sky Dome for its album “Be,” which was released in November 2020. It was the fifth consecutive year that the group won the top honor in the album category. The group also won three additional awards, including the Seezn most popular artist award, digital song and best album. BTS did not attend the ceremony as the members are on a long-term break. Instead, the boy band appeared in a video message and thanked its fans. “‘Be’ was an album through which we aimed to deliver a message of hope to those suffering due to COVID-19, but we have instead received a lot of comfort from many others. We’d like to share this honor with Army, who always support us,” BTS leader RM said during the acceptance speech. Army refers to BTS fans. IU also had a big night, grabbing the top award in the digital song division with her hit “Celebrity,” which was released in March last year. It marked the singer’s second consecutive year winning digital song of the year. She also received awards for digital song and best album. “Last year was a very meaningful one for me. Closing out my 20s, I worked hard to promote music as I thought it was the best way to express my sincere gratitude to the fans who have been with me for the last 10 years. It feels like I’ve ended my 20s well with people listening to my music, loving me for so long and giving me such a big award like this,” she said. Girl groups Aespa and StayC took home rookie of the year awards. Aespa also won the Cosmopolitan artist award, digital song and artist of the year. StayC received the award for digital song as well. The best group award and best solo artist awards went to Brave Girls and Lim Young-woong, respectively, while The Boyz and Jeon So-mi won the awards for best performance. The winners were selected based on the sales of singles and albums released between November 2020 and mid-November last year, as well as evaluations by music experts, according to the Golden Disc Awards. Sales accounted for 60 percent of the final score, with expert evaluation accounting for 40 percent. Meanwhile, this year’s music award ceremony was held without a live audience due to the ongoing COVID-19 pandemic. The event was hosted by veteran ballad singer Sung Si-kyung, actress Lee Da-hee and actor-singer Lee Seung-gi, while award presenters included actors Jung Woo-sung and Joo Ji-hoon, Jeon So-min and Han Sun-hwa.",iu,4.0,"The article directly mentions IU and discusses her significant achievement winning digital song of the year at the Golden Disc Awards for ""Celebrity."" It primarily focuses on her work as a singer-songwriter rather than her acting career, but it's highly relevant to her as it covers one of her major music industry accomplishments. The article correctly identifies her as a female artist and includes a personal quote from her about her career milestone. While it doesn't address her acting work, it's very relevant to her primary career as a musician.",
https://www.koreaherald.com/article/2660366,AKMU helps to take leap through new collaboration album,2021-07-26,https://wimg.heraldcorp.com/content/default/2021/07/26/20210726000701_0.jpg?type=h&h=240,"Sibling duo AKMU is ready to take the music scene by storm. The duet is opening a new chapter in their music career with new collaboration album “Next Episode,” releasing Monday evening. The seven-song package provides support and comfort to people when they hit rock bottom in their lives, brother and songwriter Lee Chan-hyuk and sister Lee Su-Hyun said during an online press conference. Fronted by lead track “Fall,” featuring singer and actress IU, the latest print for the group is a collaboration album brimming with the voices of A-listers, including veteran singer Lee Sun-hee, rapper Beenzino, Crush, Sam Kim, Zion.T and Choi Jung-hoon of indie rock band Jannabi, and is the first of its kind. It took years for the duo to team up with IU, making a dream come true for fans who had yearned for such a collaboration between the two. Su-hyun said she came together with the singer-songwriter because AKMU was looking for an artist who could “efficiently deliver the message of ‘Fall’ to the public” and that IU was a perfect match to the song. “She is popular and able to persuade anyone,” Su-hyun said, adding their work with IU became the start of the whole collaboration album. The sister-brother tandem said their main song was inspired by the movie “The Greatest Showman.” Chan-hyuk added that the word “fall” could be interpreted as a dark term, but he aims to send out positivity. “The song sends a positive message of inclusion, just like the film. We wanted to convey a hopeful message that ‘however deep down you fall, if you’re beside me holding my hand, nothing will matter,” Chan-hyuk said. Speaking about the music video to be released later, Chan-hyuk talked about how he falls endlessly. “If you get to see the clip, I continuously tumble down until the point where I hold Su-hyun’s hands. There’s a little tweak in this part. The screen is flipped upside down at this point to make it seem as if we’re soaring up in the sky, rather than falling.” He added that those who grasp the message of the song would be able to picture the duality of this particular scene. Chan-hyuk said the star-studded album centers around one common idea -- transcendent freedom, a term newly coined by the two. If their 2019 album’s “Freedom” explains freedom by “wanting to walk without clothes,” the pair tried to show a more buoyant mood in the latest album. The singer described the meaning behind transcendent freedom as an “extraordinary power that goes beyond people’s physical limits, allowing people to unplug from any external influence.” Chan-hyuk added that he aims to bring out a message not to be swayed even if one descends. When asked about what they wish to achieve through “Next Episode,” the chart-topping duo said they had set their hearts set on offering succor to those who are ready to make a leap of faith. “I started my music journey with the bold ambition to change the world with our music. But I realized that changing everyone is not the destination we are heading to,” Chan-hyuk said. He believes that the beauty of the world lies in diversity and wishes to encourage those set for a new change. From releasing an album with all jointly recorded songs to listing his name as a co-composer for Chan-hyuk, the duo also said they made several leaps of faith through the collaboration album. “It was the first time producing an album filled with other singers,” the two said together. The pair likened teaming up with seven artists to the Avengers, adding that they are beyond grateful to pair up their voices with the nation’s leading singers. A special space allowing music lovers to delve into transcendental freedom will also be available at Beaker’s flagship store in Yongsan, central Seoul, starting Tuesday until Aug. 8. The relaxing yet heartening seven-track collaboration album is set to release at 6 p.m.",iu,3.0,"The article mentions IU specifically as a featured artist on AKMU's collaboration album, particularly on the lead track ""Fall."" While IU is correctly identified as a ""singer and actress"" matching her occupation, she is not the main focus of the article. The article primarily discusses AKMU's new album and only briefly mentions IU's participation. The context is relevant to her role as a singer-songwriter but doesn't address her acting career. The mention is legitimate but peripheral to the main story.",
https://www.koreaherald.com/article/2626158,Singer IU buys W13b residence in Seoul in cash,2021-06-02,https://wimg.heraldcorp.com/content/default/2021/06/02/20210602000653_0.jpg?type=h&h=240,"Singer and actress IU has purchased a high-end villa unit in Cheongdam-dong, a posh district in Seoul, for 13 billion won ($11.7 million) in cash, according to news reports Wednesday. The singer bought a residential unit of Eterno Cheongdam, currently under construction by Hyundai Engineering & Construction, according to local news outlet Biz.Hankook. The 20-story villa with four floors underground has one or two residential units on each floor starting from the second floor above ground. A 488-square-meter super penthouse of the riverside luxury villa, one of the highest-end residential properties in Seoul, is currently on sale for 30 billion won. The residence purchased by the K-pop star measures around 244 square meters. She is likely to complete her payment all in cash, as loans for a residential property valued at 1.5 billion won are completely banned in the city. As she bought the new residence, she also sold another real estate property recently. In May 2012, she bought a housing unit measuring 173.82 square meters in Bangbae for 840 million won, and she had her residence registered at the property. She sold it in June 2019 for 860 million won. The 28-year-old owns other real estate properties around Seoul as well. She purchased a commercial building for 4.6 billion won in Gwacheon, Gyeonggi Province, in February 2018 and a town house for 2.2 billion won in Yangpyeong, Gyeonggi Province, in August 2018. She also owns 1,524 square meters of land, valued at some 800 million won. The K-pop star is believed to have received the green light from the district office to purchase the residential property. In affluent areas south of the Han River, purchasing residential properties requires permission from a district office, a measure to prevent speculative investment and cool down the overheated real estate market in Seoul. By Kim Young-won ()",iu,3.0,"While the article is definitely about IU (mentions her specifically and correctly identifies her as a female K-pop star and actress), its primary focus is on her real estate purchases rather than her work as a singer-songwriter or actress. The only professional reference is identifying her occupation in passing. However, the article's content is consistent with news about a successful entertainment figure, as it discusses financial achievements made possible by her career success. The context of a well-known performer making significant property investments is typical for someone of her status in the industry.",
https://www.koreaherald.com/article/2619245,Culture Ministry vows action on pirated K-pop songs,2021-05-21,https://wimg.heraldcorp.com/content/default/2021/05/21/20210521000549_0.jpg?type=h&h=240,"The Ministry of Culture, Sports and Tourism announced Friday that it would take action against Chinese music labels that infringed copyrights by uploading translated versions of K-pop songs on YouTube. There has been active discussion online about the practice of registering translated K-pop songs as original works by Chinese artists, without approval from the rightful copyright holders. IU’s “Tear Drops in the Morning,” Brown Eyes’ “Already One Year” and Younha’s “Waiting” are among the songs that have been rerecorded by Chinese singers and uploaded on YouTube by Chinese music labels without the appropriate permission. According to the Korea Music Copyright Association, the Chinese labels are violating the rights of the Korean performers. “This is frustrating as it is beyond imagination, but we will work this out,” K-pop singer Younha wrote on social media earlier this month. By doing this “you cannot touch someone’s heart or earn great money,” she said. The Culture Ministry, the Korea Music Copyright Association, the Federation of Korean Music Performers and the Recording Industry Association of Korea are looking into the matter after receiving reports from the copyright holders. The ministry said it would also call for cooperation from YouTube Korea and copyright offices abroad. The Korea Copyright Protection Agency said it would strengthen its monitoring of YouTube. “We will take action so that the copyrights cannot be infringed on YouTube through unapproved adaptation of songs,” an official from the Culture Ministry said. “Copyright holders who register information on YouTube have to actively claim their rights, too.” By Im Eun-byel ()",iu,4.0,"The article directly mentions IU and specifically references her song ""Tear Drops in the Morning"" as one of the works being illegally copied and translated by Chinese labels. The content is highly relevant to IU's work as a singer-songwriter, focusing on copyright protection of K-pop songs. While it doesn't address her acting career, it deals with an important issue affecting her music career and intellectual property rights. The context is appropriate for a prominent K-pop artist whose works are being protected by Korean cultural authorities.",
https://www.koreaherald.com/article/2615813,IU donates W500m for underprivileged on her birthday,2021-05-17,https://wimg.heraldcorp.com/content/default/2021/05/17/20210517000624_0.jpg?type=h&h=240,"Singer-actress IU has donated 500 million won ($441,350) to charity groups in aid to the underprivileged, her management agency said Monday. The money was delivered to five groups, including the Korea Pediatric Cancer Foundation and the Korea Unwed Mothers Families Association, on Sunday, which was her birthday, according to Edam Entertainment. ""IU wished to do something good in the name of her fan club on her last birthday in her 20s to return some of the love she has received from people,"" Edam said. The agency said the donations will be used to help out with the medical fees of children suffering from rare diseases and provide financial aid to single-parent families, single elderly households and teenagers graduating from institutional care. The top female soloist has actively participated in charities since she debuted in 2008. In March, she and her fans created a 100 million won fund for single-parent families and people with hearing disabilities to mark the release of her fifth full-length album ""Lilac."" (Yonhap)",iu,4.0,"The article is definitely about IU (explicitly named) and correctly identifies her as a ""singer-actress,"" matching her known occupations. While the article isn't directly about her artistic work, it discusses her charitable activities as a public figure, which is common for prominent entertainers. The article confirms her gender (referring to her as ""female soloist"") and mentions both her music career (referencing her album ""Lilac"") and her debut in 2008. The only reason it's not a 5 is because it focuses on her charitable activities rather than her primary work as a singer-songwriter or actress.",
