url,title,date,thumbnail,content,celebrity,source,attribution,relevance_score,relevance_reason
https://www.koreaherald.com/article/10016784,"'Squid Game' nominated for Golden Globes, even before release",2024-12-10,https://wimg.heraldcorp.com/content/default/2024/12/10/20241210050048_0.jpg?type=h&h=240,"The second season of ""Squid Game"" has been nominated for best TV series by the prestigious Golden Globes, even before its release.
The 2025 Golden Globes, to be held Jan. 5, 2025, required submissions by Nov. 4 for shows that premiered within the 2024 calendar year. With its Dec.",leejungjae,Korea Herald,"{'originalSource': 'Korea Herald', 'originalUrl': 'https://www.koreaherald.com/article/10016784', 'publicationDate': '2024-12-10', 'accessDate': '2025-02-27T12:05:11.652872', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",3.0,"The article discusses ""Squid Game"" being nominated for Golden Globes before its second season release. While Lee Jung-jae is the lead actor in ""Squid Game"" (playing Seong Gi-hun), he is not specifically mentioned in this article excerpt. However, as the main star of the series, the article has moderate relevance to his acting career. The article focuses on the show's award nomination rather than Lee Jung-jae's specific contribution or performance, which limits its direct relevance to him personally."
https://www.koreaherald.com/article/10011781,"'Squid Game 2' main trailer shows unseen footage, new game venue",2024-11-27,https://wimg.heraldcorp.com/content/default/2024/11/27/20241127050031_0.jpg?type=h&h=240,"With just a month to go until the highly anticipated release of Netflix's ""Squid Game 2,"" a stunning new game venue has been revealed -- an unexpected yet striking addition to the show’s roster of deadly arenas: a Ferris wheel.",leejungjae,Korea Herald,"{'originalSource': 'Korea Herald', 'originalUrl': 'https://www.koreaherald.com/article/10011781', 'publicationDate': '2024-11-27', 'accessDate': '2025-02-27T12:05:11.654931', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",4.0,"The article is highly relevant to Lee Jung-jae as it discusses ""Squid Game 2,"" the sequel to the Netflix series in which Lee Jung-jae starred as the main protagonist Seong Gi-hun. While the article doesn't explicitly mention Lee Jung-jae by name, it directly relates to his work as an actor in what became his internationally breakthrough role. The article focuses on new content from the upcoming season of the show that represents a significant part of Lee Jung-jae's acting career. The context aligns with his primary occupation as an actor, though it doesn't reference his other roles as director, model, or businessman."
https://www.koreaherald.com/article/3478196,‘Squid Game 2’ teaser hints at where next games take place,2024-09-20,https://wimg.heraldcorp.com/content/default/2024/09/20/20240920050483_0.jpg?type=h&h=240,"The brutal games will continue in the second season of Netflix's mega-hit Korean original series ""Squid Game"" in one of the most familiar childhood places – a schoolyard. In a 56-second-long teaser video unveiled Friday on Netflix’s official YouTube, the main protagonist Sung Ki-hun (Lee Jung-jae) i...",leejungjae,Korea Herald,"{'originalSource': 'Korea Herald', 'originalUrl': 'https://www.koreaherald.com/article/3478196', 'publicationDate': '2024-09-20', 'accessDate': '2025-02-27T12:05:11.658846', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the main protagonist Sung Ki-hun in Netflix's ""Squid Game"" series. The content specifically discusses the upcoming second season of the show in which he stars, which is directly relevant to his career as an actor. The article correctly identifies him as male through the character reference, and the context perfectly aligns with his professional work as an actor in a major television production."
https://www.koreaherald.com/article/3456078,"Season 2 of 'The Acolyte' reportedly cancelled, following low ratings",2024-08-21,https://wimg.heraldcorp.com/content/default/2024/08/21/20240821050525_0.jpg?type=h&h=240,"Disney+'s original ""Star Wars"" series ""The Acolyte,"" starring Lee Jung-jae from ""Squid Game,"" will not be renewed for a second season, said US media outlets Wednesday. According to Deadline, a Hollywood entertainment news outlet, Lucasfilm has recently decided to cancel further production of ""The Ac...",leejungjae,Korea Herald,"{'originalSource': 'Korea Herald', 'originalUrl': 'https://www.koreaherald.com/article/3456078', 'publicationDate': '2024-08-21', 'accessDate': '2025-02-27T12:05:11.659728', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",4.0,"The article directly mentions Lee Jung-jae by name, identifying him as the star from ""Squid Game"" who appears in ""The Acolyte"" series. The content is directly relevant to his work as an actor in a major streaming series. The article discusses the cancellation of a show he stars in, which is professionally relevant to his acting career. While the article doesn't mention his other roles as director, model, or businessman, it is specifically about his acting work, which is one of his primary professional identities."
https://en.yna.co.kr/view/AEN20250209004600315?section=search,Squid Game 2 named Best Foreign Language Series at Critics Choice,2025-02-09,https://img.yna.co.kr/etc/inner/EN/2025/02/09/AEN20250209004600315_01_i_P2.jpg,"...ly took home the honor in 2022 for its first season. 
   Its lead Lee Jung-jae won Best Actor in a Drama Series in 2022. 
   The second season follows protagonist Gi-hun (Lee Jung-jae), who abandons his plans to leave for the United States after ...",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250209004600315?section=search', 'publicationDate': '2025-02-09', 'accessDate': '2025-02-27T12:06:18.696194', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name twice, identifying him as the lead actor in ""Squid Game"" who won Best Actor in a Drama Series in 2022 and who plays the protagonist Gi-hun in the second season. This content is directly relevant to his career as an actor, which is one of his listed occupations. The context perfectly matches what would be expected for a male actor, discussing his role in an award-winning series."
https://en.yna.co.kr/view/AEN20250131000851315?section=search,(LEAD) 'Squid Game' Season 3 to premiere June 27,2025-01-31,https://img.yna.co.kr/etc/inner/EN/2025/01/31/AEN20250131000851315_10_i_P2.jpg,"...fering a glimpse into ""what's next for Squid Game hero Gi-hun (Lee Jung-jae), his enigmatic antagonist Front Man (Lee Byung-hun), and more characters caught in the terrifying competition....",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250131000851315?section=search', 'publicationDate': '2025-01-31', 'accessDate': '2025-02-27T12:06:18.697900', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the main character Gi-hun in ""Squid Game."" The content specifically relates to his work as an actor in the upcoming season of this Netflix series, which aligns perfectly with his primary occupation as an actor. The article is clearly about the correct person, as it references his role in this internationally recognized series. The context of announcing a premiere date for a show starring Lee Jung-jae is entirely consistent with news coverage expected for a prominent actor."
https://en.yna.co.kr/view/AEN20250131000800315?section=search,'Squid Game' Season 3 to premiere June 27,2025-01-31,https://img.yna.co.kr/etc/inner/EN/2025/01/31/AEN20250131000800315_03_i_P2.jpg,"...fering a glimpse into ""what's next for Squid Game hero Gi-hun (Lee Jung-jae), his enigmatic antagonist Front Man (Lee Byung-hun), and more characters caught in the terrifying competition....",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250131000800315?section=search', 'publicationDate': '2025-01-31', 'accessDate': '2025-02-27T12:06:18.699455', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the main character Gi-hun in ""Squid Game."" The content specifically relates to his work as an actor in the upcoming season of this television series. The article correctly identifies him as male through the character reference, and the context perfectly aligns with his professional role as an actor. The information is factual and directly relevant to his acting career."
https://en.yna.co.kr/view/AEN20250116007800315?section=search,"Award-winning 'Squid Game' designer shares insights on sets, color choices for Season 2",2025-01-16,https://img.yna.co.kr/etc/inner/EN/2025/01/16/AEN20250116007800315_05_i_P2.jpg,"...ze the authority and power of the Front Man, Hwang In-ho (played by Lee Byung-hun). She said that effectively using violet was particularly ... the motel set from episodes 1 and 2, where the protagonist Gi-hun (Lee Jung-jae) confronts the Recruiter (Gong Yoo) and engages in a deadly game of ...",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250116007800315?section=search', 'publicationDate': '2025-01-16', 'accessDate': '2025-02-27T12:06:18.700708', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",4.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the protagonist Gi-hun in ""Squid Game."" The content discusses the set design of the show in which he stars in a leading role, making it relevant to his career as an actor. While the article's primary focus is on the production design rather than Lee Jung-jae specifically, it does reference his character and performance in a significant Netflix series that contributed to his international recognition. The article does not address his work as a director, model, or businessman."
https://en.yna.co.kr/view/AEN20250115002300315?section=search,'Squid Game' 2 dominates Netflix charts for 3rd week,2025-01-15,https://img.yna.co.kr/photo/cms/2024/12/27/26/PCM20241227000026005_P2.jpg,"...l season ranking third in overall viewership, underscoring the enduring appeal of the series. 
   The new season follows protagonist Gi-hun (Lee Jung-jae), who abandons his plans to leave for the United States after winning the lethal competition. Instead, he returns to Korea with a resolute ...",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250115002300315?section=search', 'publicationDate': '2025-01-15', 'accessDate': '2025-02-27T12:06:18.701884', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the protagonist Gi-hun in ""Squid Game"" season 2. The content specifically discusses his character's role in the Netflix series, which directly relates to his work as an actor. The article is about the male actor Lee Jung-jae and discusses content directly relevant to his primary occupation as an actor, making it highly relevant to the subject."
https://en.yna.co.kr/view/AEN20250108001300315?section=search,Record-breaking 'Squid Game' 2 tops Netflix charts for 2nd week,2025-01-08,https://img.yna.co.kr/photo/cms/2024/12/27/28/PCM20241227000028005_P2.jpg,"...and No. 2, respectively, on Netflix's list of the most popular non-English shows of all time. 
   The new season follows protagonist Gi-hun (Lee Jung-jae), who abandons his plans to leave for the United States after winning the lethal competition. Instead, he returns to Korea with a resolute ...",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20250108001300315?section=search', 'publicationDate': '2025-01-08', 'accessDate': '2025-02-27T12:06:18.702956', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name, identifying him as the actor who plays the protagonist Gi-hun in ""Squid Game 2"" on Netflix. The content specifically relates to his work as an actor in this globally successful series, which aligns with his primary occupation. The article discusses his character's storyline in the new season, confirming this is about the correct person and within the expected context of his acting career."
https://en.yna.co.kr/view/AEN20241228001100315?section=search,'Squid Game' Season 2 tops global Netflix chart one day after its release,2024-12-28,https://img.yna.co.kr/photo/cms/2024/12/27/29/PCM20241227000029005_P2.jpg,"...ly in New Zealand.
   The new season follows protagonist Gi-hun (Lee Jung-jae), who abandons his plans to leave for the U.S. after winning the ...in 2022, earning three nominations: best TV drama, best actor for Lee Jung-jae and best supporting actor for O Yeong-su.


   sooyeon@yna.co....",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20241228001100315?section=search', 'publicationDate': '2024-12-28', 'accessDate': '2025-02-27T12:06:18.703922', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",5.0,"The article directly mentions Lee Jung-jae by name twice - first as the actor who plays the protagonist Gi-hun in ""Squid Game"" Season 2, and second in reference to his nomination for best actor for the series. The content is specifically about the Netflix show ""Squid Game"" in which Lee Jung-jae stars as the main character, directly relating to his work as an actor. The context perfectly matches what would be expected for a male actor in a leading television role, including mention of award nominations for his performance."
https://en.yna.co.kr/view/AEN20241210000600315?section=search,'Squid Game' Season 2 earns Golden Globe nomination before release,2024-12-10,https://img.yna.co.kr/etc/inner/EN/2024/12/10/AEN20241210000600315_01_i_P2.jpg,"...e first season of the Korean thriller made waves at the 79th Golden Globes in 2022, earning three nominations: best TV drama, best actor for Lee Jung-jae and best supporting actor for O Yeong-su. 
   O, who portrayed the elderly participant Oh Il-nam, became the first Korean actor to win a ...",leejungjae,Yonhap News,"{'originalSource': 'Yonhap News', 'originalUrl': 'https://en.yna.co.kr/view/AEN20241210000600315?section=search', 'publicationDate': '2024-12-10', 'accessDate': '2025-02-27T12:06:18.705898', 'policyCompliance': True, 'policyVersion': 'February 26, 2025', 'fairUseJustification': 'Informational excerpt for historical timeline tracking', 'aiAssisted': True, 'aiDisclosure': ""Information processed with AI assistance in compliance with EHCO's Copyright and Attribution Policy""}",4.0,"The article directly mentions Lee Jung-jae by name, noting his Golden Globe nomination for best actor for his performance in ""Squid Game"" season 1. This is directly relevant to his career as an actor, which is one of his primary occupations listed. While the article's main focus appears to be about ""Squid Game"" Season 2 receiving a Golden Globe nomination, the reference to Lee Jung-jae's previous nomination for the same series establishes clear relevance to him professionally. The article does not address his work as a director, model, or businessman."
