title,url,date,content,thumbnail,celebrity,status
"Korean celebrities represent luxury fashion brands, and fans take notice",https://koreajoongangdaily.joins.com/2022/07/05/entertainment/kpop/lisa-v-taehyung/20220705172118165.html,2022-07-05,"The scene of luxury brand Celine presenting its Spring/Summer 2023 menswear collection in Paris on June 26 was more like a concert as the crowd cheered for attending K-pop stars V of BTS and Lisa of Blackpink, and actor Park Bo-gum. According to ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/07/05/a1a4b8c7-695c-4d82-818a-f8137025c941.jpg,iu,CURRENT
[YOUR PLAYLIST] BLANK2Y is looking for more 'Thumbs Up' following its debut,https://koreajoongangdaily.joins.com/2022/07/01/entertainment/kpop/blank2y-keystone-boys-thumbs-up/20220701191032416.html,2022-07-01,"BLANK2Y entered the K-pop boy band battlefield on May 24 with its debut EP “K2Y I: Confidence [Thumbs Up]” and lead track “Thumbs Up.” With its energizing trap number and striking choreography, the team of nine — DK, Louis, Donghyuk, U, Siwoo ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/07/20/ae98c219-04b1-491c-92c5-56a5aa4a7f4c.jpg,iu,CURRENT
[YOUR PLAYLIST] Lapillus is ready to 'Hit Ya!' with its top songs and story leading up to debut,https://koreajoongangdaily.joins.com/2022/06/23/entertainment/kpop/Lapillus-MLD-Entertainment-Hit-Ya/20220623142540166.html,2022-06-23,"Girl group Lapillus debuted on Monday with the digital single “Hit Ya!,” an intense dance number that sings about the rookie’s ambitions. The multinational team of six — Shana from Japan, Yue from the United States, Chanty from Argentina and ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/25/26ed69c0-ef88-4049-a13f-b276a7c46395.jpg,iu,CURRENT
Netizen punished for malicious posts about IU,https://koreajoongangdaily.joins.com/2022/06/22/entertainment/kpop/korea-IU-lee-jieun/20220622144946448.html,2022-06-22,"EDAM Entertainment representing singer and actor IU, whose real name is Lee Ji-eun, released on June 21 the results of the lawsuit it had filed against a netizen who has been “habitually posting insults, slander and malicious posts ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/22/a027d2d1-4394-4835-8589-884662c06386.jpg,iu,CURRENT
Korea's next top actors may already be on your fave music playlist,https://koreajoongangdaily.joins.com/2022/06/15/entertainment/kpop/Kpop-starturnedactor/20220615175456238.html,2022-06-15,"""I didn’t really know any songs by IU, but I was a fan of her as an actor,"" actor Song Kang-ho said of fellow actor Lee Ji-eun, also known as singer-songwriter IU. ""Even before ‘My Mister’ [2018, on tvN], I’ve been following her since...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/15/5a9db35f-f9df-4c33-8bf4-529b5162b905.jpg,iu,CURRENT
[YOUR PLAYLIST] Ciipher has a Clue on how to crack the code to fame,https://koreajoongangdaily.joins.com/2022/06/09/entertainment/kpop/ciipher-the-code-fame/20220609171531189.html,2022-06-09,"Boy band Ciipher, which was put together and produced by Rain, one of the best-known figures in K-pop, debuted in March 2021 with seven members — leader Hyunbin, Tan, Hwi, Keita, Tag, Dohwan and Won. The band recently dropped its third EP “The ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/21/01109d00-3e83-4bf2-af62-58e9e95725f4.jpg,iu,CURRENT
'Squid Game' music director Jung Jae-il signs with Britain's Decca Records,https://koreajoongangdaily.joins.com/2022/06/09/entertainment/musicPerformance/Korea-Kpop-Squid-Game/20220609150119751.html,2022-06-09,"""Squid Game"" music director Jung Jae-il signed with Britain's Decca Records, according to the Universal Music Group on Thursday. Under the new record label, Jung will release an international version of his third full-length album ""Psalms"" on...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/09/337737bc-823a-47e8-8a7b-e815171e5545.jpg,iu,CURRENT
Director Hirokazu Kore-eda has nothing but good words for the actors in his latest film 'Broker',https://koreajoongangdaily.joins.com/2022/06/08/entertainment/movies/Broker-interview-Hirokazu-Koreeda/20220608155734356.html,2022-06-08,Director Hirokazu Kore-eda had nothing but singsong praises for actor Song Kang-ho who took home the Best Actor Award for his performance in the director's first Korean-language film “Broker.” “Broker” revolves around two baby brokers Sang-hyun and..,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/08/ab089523-b2f7-405e-bdfe-edbd689ff51b.jpg,iu,CURRENT
IU isn't who she used to be in newest film 'Broker',https://koreajoongangdaily.joins.com/2022/06/08/entertainment/movies/Broker-Lee-Jieun-IU/20220608154414023.html,2022-06-08,"With long, bleached hair splitting at the ends and heavy smoky-eye makeup, the girl holding a baby in her arms in ""Broker"" seems far removed from the familiar K-pop star IU that fans know and love. In “Broker,” Japanese director Hirokazu...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/08/7f611d74-f3ee-45d7-9b9b-7868a5af41f4.jpg,iu,CURRENT
"[CELEB] In 'Broker,' Lee Ji-eun had to channel her inner mom",https://koreajoongangdaily.joins.com/2022/05/29/entertainment/movies/Cannes-Korea-Broker/20220529134024049.html,2022-05-29,"“I think a mother is just a person who misses her baby and wants to go see him when they are apart – someone who forever wonders what the human being that came from her own body is doing right now,” That is how actor Lee Ji-eun, also known as...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/30/b76ceeb5-eca8-43dd-a0e6-2e149eb338a6.jpg,iu,CURRENT
"IU steps down from role in 'Money Game,' replaced by actor Chun Woo-hee",https://koreajoongangdaily.joins.com/2022/05/27/entertainment/television/korea-money-game-iu/20220527145504346.html,2022-05-27,"Singer IU, whose real name is Lee Ji-eun, will no longer appear in upcoming television series “Money Game” due to “schedule problems.” Actor Chun Woo-hee will take the role instead. Studio N, the production company behind “Money Game,” said...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/27/0169868d-4d7a-4cb9-be5e-dcc3f554bcf2.jpg,iu,CURRENT
Nice surprise,https://koreajoongangdaily.joins.com/2022/05/25/imageNews/photos/KOREA-broker-lee-jieun/20220525144231256.html,2022-05-25,"Singer and actor Lee Ji-eun, also known as IU, is swarmed by media and fans who have gathered at the Nice Cote d'Azur Airport in France on Wednesday. Lee is visiting Nice for the 75th Cannes Film Festival. Lee is featured in Palme d’Or winner ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/25/5cacc732-251b-4d8f-af71-b1534141081e.jpg,iu,CURRENT
Hirokazu Kore-eda’s film 'Broker' sold to 171 countries,https://koreajoongangdaily.joins.com/2022/05/23/entertainment/movies/Hirokazu-Koreeda-Song-Kangho-Gang-Dongwon/20220523181137310.html,2022-05-23,"Hirokazu Kore-eda’s upcoming film “Broker” has been sold to 171 countries, said its distributor CJ ENM on Monday. According to CJ ENM, the list of countries includes Japan, Hong Kong, Macau, the United States, Canada, France, Germany and Italy ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/23/be72c78f-3afe-42ce-b10c-89e17fa5ec04.jpg,iu,CURRENT
IU celebrates her birthday with charitable donation,https://koreajoongangdaily.joins.com/2022/05/16/entertainment/kpop/korea-kpop-iu/20220516160441259.html,2022-05-16,"Singer IU, also known as Lee Ji-eun, donated 200 million won ($155,700) to charities, according to her agency Edam Entertainment on Monday. The donation was made in celebration of the singer’s 29th birthday, with fell on the same day. “IU ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/16/4618ec99-b3de-4f21-baac-9ad33a9915dc.jpg,iu,CURRENT
Celebrities make charitable donations to mark Children's Day,https://koreajoongangdaily.joins.com/2022/05/05/entertainment/television/celebrities-donation-Childrens-Day/20220505152134062.html,2022-05-05,"Celebrities are commemorating Children's Day, which marks its 100th anniversary this year, by making donations to charity. According to EDAM Entertainment Thursday, singer and actor IU donated 100 million won ($79,600) to ChildFund Korea, which...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/05/f799c560-c9a6-4ca3-809e-9ce3bb125dd6.jpg,iu,CURRENT
PSY to talk about 'That That' featuring BTS Suga on JTBC's 'Men on a Mission',https://koreajoongangdaily.joins.com/2022/04/29/entertainment/television/psy-men-on-a-mission-that-that/20220429170452764.html,2022-04-29,"PSY will be the guest star on JTBC’s variety show “Men on a Mission” (2015-) on Saturday. According to JTBC, PSY will give a behind-the-scenes sneak peek into his new song “That That,” the lead track for his album “Psy 9th.” ""Psy 9th"" is...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/29/61a97957-5189-4c9f-89ba-3d4dd471a795.jpg,iu,CURRENT
'Broker' to hit local theaters on June 8,https://koreajoongangdaily.joins.com/2022/04/28/entertainment/movies/Broker-IU-Bae-Doona/20220428113500645.html,2022-04-28,"“Broker"" will premiere on June 8, according to CJ ENM on Thursday. Starring veteran actors Song Kang-ho, Gang Dong-won and Bae Doo-na “Broker” follows a group of characters who embark on a journey to find a new family for a baby who was found in ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/28/09e4081d-6aa2-4689-8d25-4a6bf42f31e1.jpg,iu,CURRENT
Korean film 'Broker' invited to compete for Palme d’Or,https://koreajoongangdaily.joins.com/2022/04/15/entertainment/movies/broker-cannes-film-festival-hirokazu-koreeda/20220415152439699.html,2022-04-15,"The Korean film “Broker,” starring actors Song Kang-ho, Gang Dong-won, Bae Doo-na and Lee Ji-eun (better known as singer-songwriter IU), has been invited to compete for the Palme d’Or of the 75th Cannes Film Festival. The Palme d’Or is the...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/15/df11b79b-df1e-45a7-8e4f-5fc31a55cca8.jpg,iu,CURRENT
Lena Park to drop her new EP later today,https://koreajoongangdaily.joins.com/2022/04/13/entertainment/kpop/lena-park-park-junghyun/20220413130651077.html,2022-04-13,"Singer Lena Park, also known as Park Jung-hyun, will be dropping a new EP “Following the star that lost its name” (translated) at 6 p.m. Wednesday. The new EP consists of two songs, the title track and “My Spring.” Both songs, according to Bonboo ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/13/be5158e3-a687-4377-96f3-c638d18694e0.jpg,iu,CURRENT
Jay Park and Spray to release 'Showdown' on Friday,https://koreajoongangdaily.joins.com/2022/04/08/entertainment/kpop/jay-park-Showdown-ganadara/20220408130958732.html,2022-04-08,"Rapper Jay Park and DJ Spray will release“Showdown (Feat. lIl BOI)"" on Friday, according to JTBC Studio. Park is currently the main judge of JTBC’s ""Showdown"" break dancing competition, which has been airing since March. Spray is a former break ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/08/89a4c1ea-63ec-4e0d-96de-c7c744a0e6de.jpg,iu,CURRENT
"As K-pop goes global, Koreans fall behind when it comes to consumption",https://koreajoongangdaily.joins.com/2022/04/05/entertainment/kpop/kpop-bts-kpop/20220405172102571.html,2022-04-05,"The K in K-pop stands for Korea, but it’s long past the point of only being enjoyed in Korea. As a matter of fact, Korea is not even the country that consumes K-pop the most. According to an analysis of YouTube’s data by the JoongAng Ilbo, an ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/01/05/118f1fdc-c219-402d-be9f-a8da3d28394d.jpg,iu,CURRENT
Netflix’s upcoming series 'The Sound of Magic' to premiere May 6,https://koreajoongangdaily.joins.com/2022/04/04/entertainment/television/ji-changwook-the-sound-of-magic-netflix/20220404130934349.html,2022-04-04,"Actor Ji Chang-wook will star in Netflix’s upcoming original series “The Sound of Magic” (2022), the streaming platform said Monday. “The Sound of Magic” is an adaptation of the romance fantasy webtoon “Annarasumanara” by cartoonist Ha Il-kwon...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/04/5180d86b-412c-4f45-a64b-c7e1e54a345e.jpg,iu,CURRENT
"Sunwoojunga has new single, concert coming up",https://koreajoongangdaily.joins.com/2022/04/01/entertainment/kpop/Sunwoojunga-Burst-it-all/20220401154148401.html,2022-04-01,"Singer-songwriter Sunwoojunga will drop a single “Burst it all” at 6 p.m. today, Magic Strawberry Sound said Friday. The singer, whose real name is Sunwoo Jung-a, is also holding a concert at Blue Square Mastercard Hall in central Seoul...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/01/70900452-9f88-488f-85e0-7ee945bd9446.jpg,iu,CURRENT
Webtoon series 'Money Game' is adapted into U.S. web show,https://koreajoongangdaily.joins.com/2022/03/15/entertainment/television/Money-Game-Naver-Webtoon-Jubillee/20220315142128561.html,2022-03-15,"Popular thriller webtoon series ""Money Game"" (2018-20) has been adapted into an online entertainment show in the United States. The first episode of the show with the same title was uploaded on YouTube channel Jubilee, which has some 7 million...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/15/9426b6fa-1186-4859-8030-b2f556aa32d6.jpg,iu,CURRENT
Actor Jun Ji-hyun donates 100 million won to victims of fire along east coast,https://koreajoongangdaily.joins.com/2022/03/10/entertainment/television/Jun-Jihyun/20220310175511467.html,2022-03-10,"Actor Jun Ji-hyun donated 100 million won ($81,448) for the victims of fires raging across Uljin, North Gyeongsang and Samcheok, Gangwon, according to the Hope Bridge Association of the National Disaster Relief Thursday.",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/10/0dd669d0-1d97-4952-b6c2-7713bf6ed833.jpg,iu,CURRENT
"[CELEB] From liquor to labels, Jay Park knows no limits",https://koreajoongangdaily.joins.com/2022/03/09/entertainment/kpop/Jay-Park-Jay-Bum-Park-2PM/20220309145544474.html,2022-03-09,"It’s only March, but singer, rapper and entrepreneur Jay Park has already had a busy year. Park, whose real name is Park Jay Bum, started a new label called More Vision earlier this month, following his decision to step down from the CEO...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/09/27022ecd-3195-4c7d-8c59-4717908decb9.jpg,iu,CURRENT
SM and JYP donate to help victims of fire on eastern coast,https://koreajoongangdaily.joins.com/2022/03/08/entertainment/kpop/fire-jyp-entertainment-donation/20220308163708732.html,2022-03-08,"SM Entertainment and JYP Entertainment on Tuesday donated 500 million won ($403,940) and 300 million won each to help the victims of the massive wildfires along the eastern coast of the nation, according to NGOs Hope Bridge Association...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/08/0dc47add-3cf7-4476-9e82-1869039854b8.jpg,iu,CURRENT
Celebrities donate to victims of wildfires raging along east coast,https://koreajoongangdaily.joins.com/2022/03/06/entertainment/kpop/fire-forest-fire-kpop/20220306160232818.html,2022-03-06,"A string of celebrities have made donations for the victims of massive wildfires that are blazing along the country's eastern coastal area. Actor-singer IU and actors Lee Byung-hun and Song Kang-ho each donated 100 million won ($82,170), according...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/06/be02841c-c909-4d94-a1c2-bf130207b0b0.jpg,iu,CURRENT
Actor Park Seo-jun tests positive for Covid-19,https://koreajoongangdaily.joins.com/2022/02/24/entertainment/movies/Park-Seojun-Covid19-positive/20220224111343199.html,2022-02-24,"Actor Park Seo-jun has tested positive for Covid-19. According to his agency awesome ENT on Thursday, the actor “tested positive for Covid-19 on Feb. 19.” Park has been consistently using Covid-19 self-test kits before shooting for preventive...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/02/24/77a115ba-0ff2-40db-b177-177d905d20c3.jpg,iu,CURRENT
"IU, Ryu Jun-yeol and Park Jeong-min to star in 'Money Game' adaptation",https://koreajoongangdaily.joins.com/2022/01/28/entertainment/television/Money-Game-Pie-Game-webtoon/20220128145624734.html,2022-01-28,"The popular thriller webtoons “Money Game” (2018-20) and its sequel “Pie Game” (2020-21) by cartoonist Bae Jin-soo are set to be adapted into an eight-episode series, Naver Webtoon said Friday. The show will be directed by Han Jae-rim, who is...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/28/bb2bb630-d748-41b0-936b-bb3f8750c03a.jpg,iu,CURRENT
NCT 127 takes home its first Grand Award at Seoul Music Awards,https://koreajoongangdaily.joins.com/2022/01/24/entertainment/kpop/Seoul-Music-Awards-Nct-nct-127/20220124111143996.html,2022-01-24,"NCT 127 won the Grand Award at the 31st Seoul Music Awards held on Sunday at Gocheok Sky Dome in Guro District, southwestern Seoul. The boy band saw success last year with its third full-length album “Sticker,” which sold over 2 million copies ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/24/7e7425cf-5191-4324-b7db-76f6320acc3d.jpg,iu,CURRENT
Girl group fromis_9 continues to see success as sales of new EP soar,https://koreajoongangdaily.joins.com/2022/01/20/entertainment/kpop/fromis9-fromis-9-Midnight-Guest/20220120153810311.html,2022-01-20,"Girl group fromis_9 saw CD sales for its new EP ""Midnight Guest"" double compared to its previous EP ""9 Way Ticket"" (2021). Fans are anticipating that the nine-member group could be set to see its heyday, four years after debuting. Released on ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/20/5d83f53b-520c-4fc1-a7b6-614946b96a43.jpg,iu,CURRENT
Four popular Korean dramas to be remade into musicals,https://koreajoongangdaily.joins.com/2022/01/17/entertainment/musicPerformance/musical-production-musical-in-popular-korean/20220117173324221.html,2022-01-17,"Popular Korean TV series will return to the stage as musicals to meet the rising demand from fans who long to enjoy their favorite shows in diversified formats. The smash-hit rom-com ""Crash Landing On You"" (2019) with Hyun Bin and Son Ye-jin...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/17/00aa6045-68e2-475d-bc97-2d79c01445ca.jpg,iu,CURRENT
Second year in a row,https://koreajoongangdaily.joins.com/2022/01/09/entertainment/kpop/pop-songstress-music-awards-disc-awards/20220109162614633.html,2022-01-09,"K-pop singer IU, second from right, gives a speech after winning the top prize in the digital song category of the 36th Golden Disc Awards, in a ceremony held at Gocheok Sky Dome in Guro District, southwestern Seoul, on Saturday. IU, whose real...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/09/9a9e041e-88b7-4863-a6ba-b5814af3e9f3.jpg,iu,CURRENT
IU's EP 'Pieces' already topping local charts,https://koreajoongangdaily.joins.com/2021/12/30/entertainment/kpop/IU-IU-Pieces-IU-Winter-Sleep/20211230153929003.html,2021-12-30,"Singer IU's EP ""Pieces,"" released on Wednesday, is already topping domestic music charts. The EP's lead track ""Winter Sleep"" ranked first on Korea's major music streaming site Melon as of Thursday afternoon. ""Drama"" is at 6th place, ""Next Stop"" ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/30/3d030f4a-d063-4c1d-a58a-30476750b44f.jpg,iu,CURRENT
NME names IU's 'Lilac' No. 1 on 'The 25 best K-pop songs of 2021' list,https://koreajoongangdaily.joins.com/2021/12/21/entertainment/kpop/IU-Lilac-NME/20211221154832228.html,2021-12-21,"Singer-songwriter IU’s “Lilac” (2021) was named No. 1 on NME’s list of “The 25 best K-pop songs of 2021” on Monday. “While most the world took its sweet time coming out from the pandemic-induced nightmare that was 2020, K-pop jumped out of the...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/21/6f3e45c6-f3ac-4d57-9ccc-aa7a780078c1.jpg,iu,CURRENT
Stars take to the stage for this year's Mnet Asian Music Awards,https://koreajoongangdaily.joins.com/2021/12/12/entertainment/kpop/Mnet-Asian-Music-Awards-MAMA-2021-Lee-Hyori/20211212165410520.html,2021-12-12,"PAJU — The Mnet Asian Music Awards (MAMA) returned to the offline stage after two years on Saturday evening, complete with a star-studded list of presenters and performers. The five-hour event took place at the CJ ENM Content Studio in Paju ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/12/6057d3c7-43c9-4120-a394-2273c9f0e80c.jpg,iu,CURRENT
Golden Disc Awards nominees announced ahead of ceremony on Jan. 8,https://koreajoongangdaily.joins.com/2021/12/08/entertainment/kpop/golden-disc-awards-aespa-bts/20211208163846154.html,2021-12-08,"Nominees for the three major categories of the annual Golden Disc Awards were announced Wednesday, ahead of the ceremony slated to take place live on Jan. 8. Online and offline sales of digital songs and albums released between November 2020 ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/08/5dac48ef-abbd-4442-87f0-498926354371.jpg,iu,CURRENT
Famed fashion photographer takes inspiration from renowned sculptor,https://koreajoongangdaily.joins.com/2021/12/08/culture/artsDesign/Mok-Jungwook-Kwon-Jinkyu-photography/20211208162235958.html,2021-12-08,"Photography meets modern sculpture in a collaborative exhibition being held at PKM Gallery in Jongno District, central Seoul. In ""Images of Eternity: Kwon Jin Kyu x Mok Jungwook,"" fashion photographer Mok Jung-wook captured the self-portrait...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/08/f5ebaf0b-4b14-4a31-896f-025f629b2a3e.jpg,iu,CURRENT
BTS ranks No. 3 on Spotify's list of most-streamed artists in the world,https://koreajoongangdaily.joins.com/2021/12/02/entertainment/kpop/Spotify-Wrapped-BTS/20211202182037531.html,2021-12-02,"BTS ranked No. 3 on Spotify's list of most-streamed artists in the world, following Bad Bunny and Taylor Swift according to the streaming service's annual end-of-year report. The report released Thursday, titled ""Wrapped,"" analyzes the year’s...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/02/50696f5b-ae52-404b-8721-dd1e962c8d0b.jpg,iu,CURRENT
IU performance is 2021's most-watched YouTube video in Korea,https://koreajoongangdaily.joins.com/2021/12/02/entertainment/television/YouTube-the-most-watched-YouTube-video-of-2021-IU/20211202180447137.html,2021-12-02,"The most watched YouTube video in Korea in 2021 was a live performance by singer IU. In its annual end-of-year report on Thursday, YouTube Korea revealed a video of IU singing a medley of her hit songs titled “DM Special Killing Voice – IU” on...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/02/df26df04-12ed-4d40-8841-baedd2978153.jpg,iu,CURRENT
IU set to perform at Melon Music Awards 2021,https://koreajoongangdaily.joins.com/2021/11/22/entertainment/kpop/IU-MMA2021/20211122152226315.html,2021-11-22,"IU’s label EDAM Entertainment confirmed Monday that the singer and songwriter will perform at the upcoming MMA 2021, otherwise known as the Melon Music Awards, for the first time in four years. When she last attended the awards in 2017, she won...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/11/22/e12dac02-3ca7-4135-827f-79832fefd725.jpg,iu,CURRENT
Lotte Homeshopping buys 3.98% of Chorokbaem Media,https://koreajoongangdaily.joins.com/2021/11/18/business/industry/metaverse-commerce-contents-commerce/20211118171904762.html,2021-11-18,"Lotte Homeshopping has invested in a company that produces dramas, as it endeavors to grow and stay relevant in the increasingly competitive retail world.",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/11/18/1f626ac7-1fe7-4ea1-bc76-f448b30455e2.jpg,iu,CURRENT
Im Chang-jung tests positive for Covid after performing at celebrity wedding,https://koreajoongangdaily.joins.com/2021/11/10/entertainment/television/Im-Changjung-Covid19-positive/20211110172829463.html,2021-11-10,"Local media reports that singer Im Chang-jung, who tested positive for Covid-19 on Tuesday evening, performed during the wedding ceremony of actor Lee Ji-hoon on Monday in Yeoksam-dong, southern Seoul. The singer tested positive for the...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/11/10/3b60a61d-150f-476d-8eb0-a3594c9c34b8.jpg,iu,CURRENT
Sibling duo AKMU to perform offline in Busan and Seoul this month,https://koreajoongangdaily.joins.com/2021/10/21/entertainment/kpop/AKMU-offline-stages/20211021161228603.html,2021-10-21,"K-pop sibling duo AKMU is scheduled to perform offline in Busan and Seoul on Sunday and Oct. 31, according to its agency YG Entertainment Thursday. The duo will appear in “2021 Someday Theatre Cantabile” at Bexco Auditorium in Busan on Sunday, and...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/10/21/6f3e1058-b98c-4326-9057-21958e159c7d.jpg,iu,CURRENT
IU’s latest digital single 'Strawberry Moon' certified 'All-Kill',https://koreajoongangdaily.joins.com/2021/10/20/entertainment/kpop/IU-Straberry-Moon-allkill-IU/20211020180145330.html,2021-10-20,Singer and actor IU’s latest digital single “Strawberry Moon” is killing it. Local music chart iChart announced Wednesday that IU has received the “All-Kill” certification for “Strawberry Moon.” An all-kill certification is awarded to songs ...,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/10/20/56eaceae-b3e0-489a-9523-66d9d232bb49.jpg,iu,CURRENT
IU celebrates debut anniversary with charitable donations,https://koreajoongangdaily.joins.com/2021/09/17/entertainment/kpop/IU-donation/20210917171300283.html,2021-09-17,"Singer IU made donations to the underprivileged and neighborhood Covid-19 screening clinics to celebrate the 13th anniversary of her debut, her agency EDAM Entertainment said Friday. She mostly donated necessities such as clothes and food that...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/09/17/b5e77ec0-796f-48e0-9f7d-e3021447a2c2.jpg,iu,CURRENT
China claims ban on K-pop fan accounts not targeted at Hallyu,https://koreajoongangdaily.joins.com/2021/09/09/national/diplomacy/BTS-weibo-jimin/20210909195000751.html,2021-09-09,"The ban on dozens of K-pop fan accounts on social media platforms in China are not meant to target Korean artists or Hallyu, said the Chinese Embassy in Seoul. “The problem with these 'fandoms' in China's internet space is getting bigger and...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/09/09/a72f287f-1931-4da3-b8f0-df1cfb03c784.jpg,iu,CURRENT
Weibo imposes 30-day suspension on 21 K-pop fan accounts,https://koreajoongangdaily.joins.com/2021/09/07/entertainment/kpop/china-kpop-ban-jimin-weibo-ban-jimin-plane/20210907153400550.html,2021-09-07,"Chinese social media platform Weibo imposed a 30-day suspension on 21 K-pop fan accounts, according to Chinese media outlets including The Paper on Monday. The ban is viewed as part of the Chinese government’s ongoing effort to put a check on ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/09/07/a720a776-67dd-43c5-a46d-8f5190bb1204.jpg,iu,CURRENT
New K-pop girl group bugAboo set to debut in October,https://koreajoongangdaily.joins.com/2021/09/01/entertainment/kpop/bugAboo-girlgroup-ryan-jhun/20210901171600466.html,2021-09-01,A new K-pop girl group is getting ready to debut. A Team Entertainment announced Wednesday that it will launch the label’s first girl group in October named bugAboo. A Team Entertainment launched the new girl group’s social media channels on ...,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/09/01/b711c8b1-3529-4ba7-8551-f96cfa603195.jpg,iu,CURRENT
"In a digital age, why are CD sales flourishing in Korea?",https://koreajoongangdaily.joins.com/2021/08/10/entertainment/kpop/kpop-albums-kpop-albums-photo-card-Hanteo-Global-KPop-Report/20210810170500503.html,2021-08-10,"With the advent of MP3 players, smartphones and online music streaming services, CD sales have steadily been declining on a global scale. But not in Korea. According to the “Hanteo Global K-Pop Report: 2021 Semi-annual Summary” released last ...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/08/11/b77e1c34-27af-4957-afaa-3dd40fdf6cc3.jpg,iu,CURRENT
"Haters gonna hate, but mint chocolate wins no matter what",https://koreajoongangdaily.joins.com/2021/07/31/business/industry/mint-chocolate-mincho-summer/20210731070114659.html,2021-07-31,"Mint chocolate is tearing the country apart, and food companies couldn’t be happier.",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/07/31/2a76efde-78b7-46a7-bb02-89606281e85b.jpg,iu,CURRENT
AKMU releases music video for 'Tictoc Tictoc Tictoc',https://koreajoongangdaily.joins.com/2021/07/30/entertainment/kpop/AKMU-Tictoc-Tictoc-Tictoc-Next-Episode/20210730152508085.html,2021-07-30,"Brother-and-sister duo AKMU released the music video for its song “Tictoc Tictoc Tictoc” on its official social media accounts on Friday. The track is a collaboration with rapper Beenzino from the duo’s recent album “Next Episode,” which was...",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/07/30/a32e2142-bf03-4b03-9cee-bbf1cb9ed6ba.jpg,iu,CURRENT
Double trouble,https://koreajoongangdaily.joins.com/2021/07/26/entertainment/kpop/AKMU-YG-Entertainment/20210726170823593.html,2021-07-26,"Brother-and-sister duo AKMU held an online press conference Monday to talk about its new album. The album “Next Episode” includes songs that feature collaborations with singers like IU, Zion.T and Beenzino.",https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/07/30/252db77f-0244-4d73-a271-eeb9ee23c6ea.jpg,iu,CURRENT
