title,url,date,content,thumbnail,celebrity
[Exclusive] Monsta X’s Jooheon to make acting debut through global project ‘Lost in America’,https://www.koreaherald.com/article/3004501,2022.11.21 14:22,"Jooheon, the rapper and music producer of boy band Monsta X, will make his acting debut through CJ ENM's global project. An industry insider told The Korea Herald on Monday that the rapper has been cast in CJ ENM's ""Lost in America"" as a K-pop idol who speaks fluent English and that he’s currently preparing for the role. The film revolves around the story of a Korean boy group that heads to New York for its debut but ends up stranded in Texas with no money and mobile phones. Singer and actor Cha Eun-woo of boy band Astro is being considered for the lead character. The upcoming movie will be helmed by famous Korean film director Yoon Je-kyoon who directed ""Haeundae"" and ""The Negotiation."" The Monsta X bandmate will stay in the US from March to June for shooting. The band’s agency Starship Entertainment confirmed that Jooheon will take part in the movie. Further details are yet to be revealed. Monsta X was formed through the Mnet survival audition program “No Mercy” in 2015. Jooheon was among the seven participants who made it into the group. The K-pop act is currently gearing up for a January comeback.",https://wimg.heraldcorp.com/content/default/2022/11/21/20221121000487_0.jpg?type=h&h=240,chaeunwoo
‘Decibel’ to hit theaters in North America next month,https://www.koreaherald.com/article/2999835,2022.11.14 15:17,"Director Hwang in-ho's thriller “Decibel” will be released in theaters in North America on Dec. 2. Shaw Entertainment, which has introduced hit Koreans films including Park Chan-wook's “The Handmaiden,” Yoon Je-kyoon's “Ode to My Father” and “The Admiral: Roaring Currents,” directed by Kim Han-min, to the North American market, will be distributing the new Korean thriller. In Hwang’s new film, former Korean Navy commander Do-young (Kim Rae-won) receives a mysterious phone call from a man who says he has set up a bomb triggered to explode in a location filled with people when it reaches a certain noise level. Do-young desperately tries to stop the terrorist attack, but the caller threatens his wife and daughter as well. Lee Jong-suk and Cha Eun-woo of K-pop boy band Astro also star in the film. Meanwhile, “Decibel” had its world premiere on Saturday at the Asian World Film Festival being held in Los Angeles from Nov. 9-17. Established in 2015, the annual film fest, which introduces movies from 50 countries, aims to introduce different Asian Films to the US audience. This year, it selected two Korean films -- “Hunt” directed by Lee Jung-jae and “Decision to Leave” directed by Park Chan-wook -- as its opening and closing films, respectively.",https://wimg.heraldcorp.com/content/default/2022/11/14/20221114000491_0.jpg?type=h&h=240,chaeunwoo
No stunt double for Kim Rae-won in ‘Decibel’,https://www.koreaherald.com/article/2994546,2022.11.08 17:50,"Korean actor Kim Rae-won said he performed all the action scenes in the action thriller film “Decibel” directed by Hwang In-ho, during a press conference held at CGV Yongsan on Monday. “I knew from reading the script that there was going to be diverse action scenes. I talked with the director and we agreed that action scenes including car chases would be performed by a stunt double. But we had the discussion again on the set and I decided to perform the scenes myself to create a better film,"" Kim said. Jung Sang-hoon, who performed the car chase scene with Kim also shared his experience. Jung played a reporter character who provides an element of humor to the otherwise serious action movie. “As Rae-won said, stunt doubles were all ready to perform as we had some dangerous car crash scene. I actually had some fears,” Jung added. “Rae-won suggested we do the actions. Although I had fears, I performed with him because -- although it may not seem so -- I am ‘hyeong’ (an honorific Korean term meaning older brother). So I could not freak out, and did it with him,"" Jung added jokingly. In his new film, former navy commander Do-young (Kim) receives a mysterious phone call from a man who says that he has set up a special bomb that reacts to the surrounding noise level in locations filled with people, including a soccer stadium. If the noise level surpasses 100 decibels, the countdown time left on the bomb diminishes by half. The former navy commander desperately tries to stop the terrorist attacks but the caller keeps on threatening him, saying that the bomb can also hurt his wife and daughter. The director said he came up with the special bomb to make the film more dramatic. “A bomb that reacts to sound is different from ordinary bombs. It adds one more element that the protagonist cannot control,” the director said. Lee Jong-suk, who played the mysterious caller, talked about what he focused on in playing a villain for the first time. “It is a villainous character that is different from characters that I have played in the past. I think he is not just a villain because he has a deep sorrow. I tried to make him a more three-dimensional character,” Lee said. Cha Eun-woo of K-pop boyband Astro, who played one of the Navy personnel who got on board with Do-young also shared his experience being part of the project. This was his movie debut. “Rae-won told me that when watching a film for the first time, actors tend to focus only on their own performance and that it would be better if I could enjoy the film while looking at the big picture. I took his advice and watched the film comfortably.” Unlike dramas, Cha said he could monitor his performance and have a discussion after each take while filming “Decibel.” “We could check the roughly edited version on the set and everyone could make suggestions to make the scene better. It was an interesting experience,” Cha added. “When I filmed dramas, we had to rush sometimes. It was different for the movie and I could learn a lot from it.” The K-pop singer-turned-actor also sang one of the songs in the film’s original soundtrack album. “I sang the song while thinking about my character Tae-ryong’s point of view. Today, I heard the song as the closing music for the movie and it was touching.” Toward the end of the conference, actor Kim briefly talked about releasing a film after the tragic crowd disaster in Itaewon. “Because of what happened recently, I am careful to say this but the situation for theaters is difficult. So I hope that the situation can improve with our film,” Kim said. The film will hit local theaters on Nov. 16.",https://wimg.heraldcorp.com/content/default/2022/11/08/20221108000678_0.jpg?type=h&h=240,chaeunwoo
Director Yoon Je-kyoon starts ‘K-Pop: Lost in America’ project,https://www.koreaherald.com/article/2945926,2022.08.29 18:00,"Korean director Yoon Je-kyoon, who created hit Korean films like “Haeundae” and “Ode to My Father,” has begun working on the script for “K-Pop: Lost in America,” according to CJ ENM on Monday. The company also said that Yoon is considering casting Cha Eun-woo of K-pop boy band Astro to play the protagonist in his new movie. Filming will begin in the first half of next year. The film centers around a K-pop boy band that is about to be introduced to the North American market. They are headed to Madison Square Garden in New York to perform when they accidentally become stuck in a village in Texas. To make matters worse, the band does not have any money or a phone. According to CJ ENM, the project was initiated by Lynda Obst, a producer on sci-fi flick “Interstellar,” and CJ Group executive Lee Mie-kyung, widely known as Miky Lee, who are both big fans of K-pop music. “Aside from Lynda Obst, veteran staff from both Korea and abroad are joining the project,” Yoon said in a statement. “Legally Blonde” screenwriter Kirsten Smith will also join the K-pop movie project, Yoon added. Yoon said the film will include hilarious situations that arise from cultural differences. “We are currently having lots of meetings with Hollywood writers,” the director said. To create a fancy and realistic K-pop performance stage, Yoon said he is in talks with major studios around the world with experience in the field. The production company has confirmed that Australian actor Rebel Wilson and American actor Charles Melton will appear in the film.",https://wimg.heraldcorp.com/content/default/2022/08/29/20220829000519_0.jpg?type=h&h=240,chaeunwoo
Astro boasts its signature freshness in 3rd LP ‘Drive to the Starry Road’,https://www.koreaherald.com/article/2867540,2022.05.16 19:50,"K-pop boy band Astro is back with its signature freshness for its third full-length album, “Drive to the Starry Road,” delving deeper into new sounds with the band’s six years of experience. The six-member act held a press conference in Seoul on Monday afternoon, a few hours ahead of the album’s release. Member MJ, real name Kim Myung-jun, started his military service last Monday and was absent from the event. “Drive to the Starry Road” marks the band’s return after a nearly nine-month hiatus, after dropping its eighth EP “Switch On” in August. The group’s last studio album “All Yours” was released in April 2021. “We received a huge amount of love last year with the LP and the EP, and we’re returning confident with fresh sounds again. As it’s our third LP, we’ve put much care into preparing the album and we’ve included our solo songs for the first time,” the act’s leader JinJin said. Encompassing an expansive 11 tracks, the album is tinted deep with the unique colors of the group and its members as they tell of the past, present and future shared with their fans, Aroha. “The album portrays the path Astro has walked with our fans until now and the road we have ahead of us. It says that we’ve walked a starry road, which will continue to await us in the future,” Cha Eun-woo said. Fronting the album is “Candy Sugar Pop,” a dance tune overflowing with fresh and sweet sentiments. Members JinJin, Moonbin and Rocky took part in writing the lyrics. “We believe our strength is with the fresh concept, but hopefully we can also spell out our dynamic charms with the solo songs,” Cha Eun-woo explained. Listed on the album are four other group songs -- “Something Something,” “More,” “Light the Sky” and “Like Stars” -- as well as each member’s solo songs: MJ’s “Story”; JinJin’s “All Day”; Cha Eun-woo’s “First Love”; Moonbin’s “Let’s Go Ride”; Rocky’s “S#1” and Yoon Sanha’s “24 Hours.” “The songs represent the unique colors the members have discovered over the past seven years,” JinJin said, adding, “preparing a full-length album always comes with some pressure, but seeing the result, we’re more than satisfied.” Regarding the bandmates attempting solo songs for the LP, Rocky said, “We’ve each worked hard on honing ourselves on lyric-writing and composing. We thought that we were all now prepared enough to take charge of a single song alone and decided to include solo songs in this album.” Following the album’s release, Astro is holding concerts on May 28-29 at the Jamsil Indoor Stadium in Olympic Park, southern Seoul. “As people driven by the energy we get from our performances, we’ve really missed interacting with the fans. It’s a huge joy that we could be with the fans now that the (coronavirus) situation has eased. We’re working hard for the concert as well, so please look forward to it,” JinJin said. Moonbin added, “As it’s our first concert in three years, we’re as nervous as we are excited. We’re looking forward to performing live in front of the audience the songs from our albums that we’ve only showed online.” On their goals with the comeback, JinJin said, “Our goal is topping the charts, and we’re quite confident.” Wrapping up the event, Sanha defined “Drive to the Starry Road” in one word as a “dessert.” “The title song is addictive, and we hope people want to keep on listening to it, just like a dessert.”",https://wimg.heraldcorp.com/content/default/2022/05/16/20220516000730_0.jpg?type=h&h=240,chaeunwoo
Boy group Astro to drop 3rd studio album next month,https://www.koreaherald.com/article/2849440,2022.04.26 11:14,"K-pop boy group Astro will return with its third full-length album next month, the group's management agency said Tuesday. The six-member group will drop the album titled ""Drive to the Starry Road"" on May 16, Fantagio said. It will be the band's first studio album since ""All Yours"" was released about a year ago. The band, which consists of members MJ, JinJin, Moonbin, Rocky, Sanha and Cha Eun-woo, debuted in 2016 with the EP ""Spring Up."" It has since released hit songs, such as ""Crazy Sexy Cool,"" ""Baby"" and ""Confession."" The group is set to hold back-to-back concerts Thursday and Friday in Seoul. The shows will also be streamed live online, according to the agency. (Yonhap)",https://wimg.heraldcorp.com/content/default/2022/04/26/20220426000451_0.jpg?type=h&h=240,chaeunwoo
What do you know about ‘aegyo’?,https://www.koreaherald.com/article/2744999,2021.12.21 19:25,"Aegyo is a key element of K-pop idols’ popularity The inclusion of “aegyo” among 26 Korean words and phrases added to the Oxford English Dictionary in October brought renewed attention to the word. According to the OED, aegyo is used to describe the “charm and cuteness, especially of a sort considered characteristic of Korean popular culture.” It means behavior regarded as cute, charming or adorable as well. The word is commonly used in association with adorable babies or cute pets. Traditionally, aegyo is associated with women making cute gestures, speaking in high pitched voices and using the third person, but the word has taken on a new meaning as a wider range of television celebrities are showcasing their aegyo, regardless of their gender or age. Many talk show and variety programs, including MBC Every 1’s “Weekly Idol,” even have dedicated segments during which celebrities can freely demonstrate their aegyo, hoping to charm viewers. “Ottoke Song,” (unofficial translation) created to showcase aegyo, is widely used by television celebrities when asked to show aegyo to fans. Because the music naturally allows even veteran actors and artists, who typically have strong personalities and aloof manners, to show off their charming sides, it has become part of regular many programs‘ music repertoire. While actor Cha Sun-woo and singer Key of Shinee showed off their versions of “Ottoke Song” in a recent online fan meeting and radio program, respectively, actor Cha Eun-woo performed the song in the tvN drama “True Beauty” to win the female character’s heart. As the impact of aegyo became more pronounced, making special gestures, like a finger heart, during an interview, press conference and award ceremonies became part of a routine for the Korean celebrities. Aegyo provides a chance for entertainers to close the distance and build an intimate relationship with their fans, while keeping their true personalities – and the risks associated with revealing too much -- mostly hidden from the public. In K-pop, most idols perform aegyo for their fans as a way of selling intimacy and maintaining close relationship with them. In the ever-growing K-pop market, 62 K-pop idol groups made their debut this year, bringing to total 150 new bands in the last three years. With competition like that, only a few can succeed. And amazing vocals, addictive hit songs and spectacular dance moves aside, aegyo has become another necessary element for an idol group to survive the fierce competition. After her debut as a member of K-pop girl group Girl’s Day, Hyeri rose to instant stardom after showing her aegyo on MBC’s hit reality show “Real Man,” a program that follows the life celebrities as they join the army as new conscripts, in 2014. Star director Shin Won-ho later revealed that he decided to cast Hyeri for Deok-sun’s role in tvN’s hit series “Reply 1988” after watching the singer’s aegyo on full display in variety shows such as “Real Man.” In “Reply 1988,” Hyeri’s first drama, she came to represent the series as a lead character. “Cheer Up,” Twice’s breakthrough song, became a national sensation in 2016, bringing the band multiple awards and trophies. The addictive chorus played a huge role in the song’s success, but the public recognition of Twice skyrocketed as Sana made countless media appearances, singing her famous line in the song, “shy shy shy.” By Lee Si-jin ()",https://wimg.heraldcorp.com/content/default/2021/12/21/20211221000674_0.jpg?type=h&h=240,chaeunwoo
Local broadcasters unveil lineups for year-end music festivals,https://www.koreaherald.com/article/2741617,2021.12.15 15:51,"With the end of the year fast approaching, broadcasters are preparing to hold their annual year-end music festivals, featuring star-studded lineups of artists and hosts. The final list of performers for the state-run KBS’ “Song Festival” shows 20 groups and artists, including Red Velvet, Enhypen, Aespa, Lee Mu-jin, Seventeen, Sunmi, Nu’est, Kang Daniel, Astro, Brave Girls, NCT U, Kim Woo-seok, StayC and Ive. Under the theme of “With K-Culture,” performances by boy band Stray Kids and girl group Oh My Girl will combinge K-pop and traditional culture onstage. Hybe labelmates Tomorrow X Together and Enhypen are also to show a special joint performance. The 185-minute event is set to take place at KBS Hall in Yeouido, Seoul, and will be hosted by Astro’s Cha Eun-woo, AOA’s Seolhyun and SF9’s Rowoon. The show will be broadcast live on KBS 2TV on Friday at 8:30 p.m. with a live audience. Broadcaster SBS‘ year-end music show is scheduled for Dec. 25. Under the theme of “Welcome,” this year’s “SBS Music Awards” is expected to highlight hopes of returning to normalcy, that would allow artists and fans to meet in-person and music and people to reunite. While the artist lineup has not been announced, the broadcaster hinted that K-pop artists would hold special performances for Christmas Day. “SBS Music Awards” will take place at the Namdong Gymnasium, in Incheon. The show will also be broadcast live on its main channel at 6 p.m. While SHINee’s Key, Itzy’s Yuna, and Boom will host the show this year, whether a live audience will be invited to the venue has not been decided, according to SBS. Hosted by Girls’ Generation’s Yoona, 2PM’s Junho and celebrity Jang Sung-kyu, MBC’s “Gayo Daejejeon” is scheduled to be held on Dec. 31 at 8:40 p.m. at Ilsan MBC Dream Center. The full lineup of performers is yet to be released. A live audience will be invited to the event, but this may change depending on the government’s social distancing guidance, an MBC official said.",https://wimg.heraldcorp.com/content/default/2021/12/15/20211215000570_0.jpg?type=h&h=240,chaeunwoo
"Japanese, Thai dramas invited to Seoul International Drama Awards",https://www.koreaherald.com/article/2706498,2021.10.14 16:44,"Japanese drama “Signal Special Episode” and Thai drama “I Told Sunset About You” have been invited to screen at the Seoul International Drama Awards 2021 in the International Drama of the Year category. The SDA annually invites drama series from around the world that enjoy global popularity and recognition. “Signal Special Episode” is a Japanese remake of tvN’s hit TV series, “Signal” (2016). The sci-fi crime thriller centers around several police investigators in the present and the past, who communicate via a walkie-talkie to crack unsolved cases. With top Japanese actors -- Kentaro Sakaguchi, Michiko Kichise and Kazuki Kitamura -- starring in the drama, the remake created a buzz in Japan and Korea even before being televised. Thai drama “I Told Sunset About You” is a teen series that follows a pair of former best friends, Teh and Oh-aew, who have fallen out over a small misunderstanding and are struggling with their relationship. According to the organizing committee, the series has been recognized for its presentation of the characters’ anguish over friendship and love with their delicate acting and distinctive directing. The 16th SDA is scheduled to kick off on Oct. 21 at the Open Hall of MBC headquarters in Sangam-dong, western Seoul. The awards show will be broadcast live on MBC with its hosts -- actor Park Eun-bin and Cha Eun-woo of K-pop boy band Astro. Adding to the festive mood, Sangam Culture Square in Mapo-gu, western Seoul, will be turned into a street for drama-related programs, including a drama fashion class, drama reaction contest and exhibition zone, from Oct. 20 to 22. A special concert will be held at Golden Mouth Hall in Sangam MBC on Oct. 22, where artists will sing their own beloved soundtracks from famous Korean dramas. The concert will be recorded and presented on Oct. 29 via MBC M channel and SDA’s official YouTube channel.",https://wimg.heraldcorp.com/content/default/2021/10/14/20211014000671_0.jpg?type=h&h=240,chaeunwoo
[Newsmaker] 4 K-pop stars test negative after visiting Itaewon last month,https://www.koreaherald.com/article/2310893,2020.05.18 16:56,"BTS' Jungkook and three other K-pop idol singers visited Itaewon, the center of the recent outbreak of the new coronavirus in Seoul, together late last month but have tested negative for the virus, their agencies said Monday. A local internet-based daily reported earlier in the day that Jungkook, Jaehyun of NCT, Mingyu of Seventeen and Cha Eun-woo of Astro hung out at a restaurant and two different bars on April 25 in Itaewon, Seoul's most popular nightlife and multicultural neighborhood, while the country was under relaxed social distancing in response to COVID-19. As soon as the report was out, management agencies of the four K-pop stars confirmed the visit and apologized for their failure to comply with the social distancing campaign. They pointed out, however, that the stars did not visit specific bars and clubs where the cluster infection occurred and tested negative for the virus. The country has seen a spike in the number of new daily infections since a 29-year-old man tested positive following visits to five clubs and bars in Itaewon in early May. A total of 170 infection cases, including clubgoers, their family members and colleagues, have been reported as of Monday morning. Quarantine authorities have asked people who have been to Itaewon and nearby areas from April 24-May 6 to undergo virus tests even if they don't have any symptoms. Big Hit Entertainment, the agency of BTS, admitted that Jungkook visited the district on April 25, and he got tested even though he had no COVID-19-related symptoms. The 22-year-old tested negative for the virus, it added. ""He deeply reflects on his conduct that he did not comply with social distancing sincerely,"" Big Hit said. ""We will make sure that this kind of problem will not happen again and apologize for worrying many people including fans."" SM Entertainment, which manages NCT, also confirmed the news report and said that Jaehyun tested negative after getting examined on his own initiative. ""Jaehyun regrets his carelessness as he had to refrain from personal meetings during social distancing,"" the company said. Pledis Entertainment and Fantagio, which are behind Seventeen and Astro, respectively, said their artists spent the night in Itaewon and apologized for not complying with social distancing properly. (Yonhap)",https://wimg.heraldcorp.com/content/default/2020/05/15/20200515000073_0.jpg?type=h&h=240,chaeunwoo
[K-talk] Astro to hold third official fan meeting in March,https://www.koreaherald.com/article/1899405,2019.01.24 13:54,"Boy band Astro announced Wednesday at midnight that it will be holding its third official fan meeting. In teaser images for the event, dubbed “The 3rd Astro Festival: Black,” Astro members are dressed in outfits inspired by the movie “Men in Black” Presale tickets are available from Jan. 28 at 8.pm., while general ticket sales begin at 8 p.m. Jan. 30. The event will take place on March 2 at the 2,452-seat Olympic Hall in Seoul’s southern district of Songpa-gu. “Astro is actively pursuing interaction with fans, pitching ideas and planning for the upcoming event to make it extra special and personal,” said a representative of the group’s agency. Astro debuted under label Fantagio Music in February 2016 with extended play “Spring Up.” Billboard described the group as one of the best new K-pop acts in its debut year. The six-piece band consists of Cha Eun-woo, Moon Bin, Jin Jin, MJ, San-ha and Rocky. By Kim Arin ()",https://wimg.heraldcorp.com/content/default/2019/01/24/20190124000681_0.jpg?type=h&h=240,chaeunwoo
[Video] Cha Eun-woo to star in YouTube Original show ‘Top Management’,https://www.koreaherald.com/article/1823683,2018.10.29 17:20,"Singer and actor Cha Eun-woo is breaking new ground for Korean dramas with the YouTube Original show “Top Management.” Cha, who appeared in the hit TV series “Gangnam Beauty,” will play the role of Yeon Woo, a young man who wants to be an idol star alongside his friends, in the upcoming 16-episode series. “Top Management” is the fourth original series from YouTube Premium in South Korea. It follows variety show “Run, Bigbang Scout!” and documentaries “BTS: Burn the Stage” and “Kwon Ji Yong Act III: Motte.” (Shot and edited by Choi Ji-won / The Korea Herald) The new show is a first for the streaming service, which has never offered a “YouTube K-drama series” until now. During a showcase event, director Yoon Seong-ho said, “We tried our best to make the story interesting enough so teens want to watch the rest of the show after enjoying the first three episodes that are free of charge.” Yoon said he was a fan of the boy band Astro, which lead actor Cha Eun-woo is part of, even before the show. Viewers will get to see the idol group S.O.U.L -- consisting of Yeon Woo, Tae Oh and Lee Rip and YouTube star and singer-songwriter Soo Young, played by actor Ahn Hyo Seop -- striving to make it in the competitive K-pop scene. Trainee-turned-manager Eun Sung, who has the ability to foresee the near future, will play a crucial role in their quest for stardom. The director mentioned that the show would feature eight languages, including English, Thai and Japanese, given K-pop’s global appeal. Cha, who plays the lead, said, “Filming the show reminded me of the time I was a trainee for Astro.” When asked how he was different from his character in real life, he said Yeon was more straightforward and Cha was more reserved. Nadine Zylstra, head of YouTube Originals for the Asia-Pacific region, said she was excited to be keeping the momentum going for YouTube Premium in Korea, while praising the country’s creative community for having great talent. YouTube Premium, formerly known as YouTube Red, is a paid streaming service that allows subscribers to download and enjoy content without ads. The monthly subscription fee for Android users is 7,900 won ($6.9). The first eight episodes will be released Wednesday on 1theK’s channel, with the second half of the series, including the final episode, scheduled for release Nov. 16. By Yim Hyun-su ()",https://wimg.heraldcorp.com/content/default/2018/10/29/20181029001001_0.jpg?type=h&h=240,chaeunwoo
Astro to release special album on Jan. 10,https://www.koreaherald.com/article/1545444,2017.12.28 17:28,"K-pop act Astro will commemorate the new year with a special version of its fifth EP “Dream part.02 Baram,” its agency said Thursday. According to Fantagio, the boy band will release the “With” version of the record on Jan.10. Officials said that the special-edition EP represents the members’ desire to be with fans. The agency also said it is different from the “Wish” and “Wind” versions of the EP released earlier. The limited edition will include photos taken by the members and a poem written by member Cha Eun-woo. Reservations for the EP will begin online Tuesday. Astro debuted in 2016 with the EP “Spring UP” and was picked by Billboard as one of 10 best new K-pop groups of the year. The list included project group I.O.I and Black Pink, which has since become one of the most popular girl groups in the K-pop scene.　 By Yoon Min-sik()",https://wimg.heraldcorp.com/content/default/2017/12/28/20171228000715_0.jpg?type=h&h=240,chaeunwoo
